Mod:Item:MetaData, Localized Name
thebetweenlands:bone_chestplate, Bone Chestplate
thebetweenlands:bone_leggings, Bone Leggings
thebetweenlands:bone_boots, Bone Boots
thebetweenlands:lurker_skin_helmet, Lurker Skin Helmet
thebetweenlands:lurker_skin_chestplate, Lurker Skin Chestplate
thebetweenlands:lurker_skin_leggings, Lurker Skin Leggings
thebetweenlands:lurker_skin_boots, Lurker Skin Boots
thebetweenlands:syrmorite_helmet, Syrmorite Helmet
thebetweenlands:syrmorite_chestplate, Syrmorite Chestplate
thebetweenlands:syrmorite_leggings, Syrmorite Leggings
thebetweenlands:syrmorite_boots, Syrmorite Boots
thebetweenlands:valonite_helmet, Valonite Helmet
thebetweenlands:valonite_chestplate, Valonite Chestplate
thebetweenlands:valonite_leggings, Valonite Leggings
thebetweenlands:valonite_boots, Valonite Boots
thebetweenlands:ancient_helmet, Ancient Helmet
thebetweenlands:ancient_chestplate, Ancient Chestplate
thebetweenlands:ancient_leggings, Ancient Leggings
thebetweenlands:ancient_boots, Ancient Boots
thebetweenlands:amphibious_helmet, Amphibious Helmet
thebetweenlands:amphibious_chestplate, Amphibious Chestplate
thebetweenlands:amphibious_leggings, Amphibious Leggings
thebetweenlands:amphibious_boots, Amphibious Boots
thebetweenlands:rubber_boots, Rubber Boots
thebetweenlands:marsh_runner_boots, Boots of the Marsh Runner
thebetweenlands:skull_mask, Skull Mask
thebetweenlands:explorers_hat, Explorer's Hat
thebetweenlands:spirit_tree_face_large_mask, Large Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask, Small Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask_animated, Small Animated Spirit Tree Face Mask
thebetweenlands:gallery_frame_small, Small Gallery Frame
thebetweenlands:gallery_frame_large, Large Gallery Frame
thebetweenlands:gallery_frame_very_large, Very Large Gallery Frame
thebetweenlands:silk_mask, Silk Mask
thebetweenlands:weedwood_sword, Weedwood Sword
thebetweenlands:weedwood_shovel, Weedwood Shovel
thebetweenlands:weedwood_axe, Weedwood Axe
thebetweenlands:weedwood_pickaxe, Weedwood Pickaxe
thebetweenlands:bone_sword, Bone Sword
thebetweenlands:bone_shovel, Bone Shovel
thebetweenlands:bone_axe, Bone Axe
thebetweenlands:bone_pickaxe, Bone Pickaxe
thebetweenlands:octine_sword, Octine Sword
thebetweenlands:octine_shovel, Octine Shovel
thebetweenlands:octine_axe, Octine Axe
thebetweenlands:octine_pickaxe, Octine Pickaxe
thebetweenlands:valonite_sword, Valonite Sword
thebetweenlands:valonite_shovel, Valonite Shovel
thebetweenlands:valonite_axe, Valonite Axe
thebetweenlands:valonite_greataxe, Valonite Greataxe
thebetweenlands:valonite_pickaxe, Valonite Pickaxe
thebetweenlands:octine_shield, Octine Shield
thebetweenlands:valonite_shield, Valonite Shield
thebetweenlands:weedwood_shield, Weedwood Shield
thebetweenlands:living_weedwood_shield, Living Weedwood Shield
thebetweenlands:syrmorite_shield, Syrmorite Shield
thebetweenlands:bone_shield, Bone Shield
thebetweenlands:dentrothyst_shield_green, Green Dentrothyst Shield
thebetweenlands:dentrothyst_shield_green_polished, Green Polished Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange, Orange Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange_polished, Orange Polished Dentrothyst Shield
thebetweenlands:lurker_skin_shield, Lurker Skin Shield
thebetweenlands:manual_hl, Herblore Book
thebetweenlands:syrmorite_shears, Syrmorite Shears
thebetweenlands:sickle, Sickle
thebetweenlands:shockwave_sword, Shockwave Sword
thebetweenlands:angler_tooth_arrow, Angler Tooth Arrow
thebetweenlands:poisoned_angler_tooth_arrow, Poisoned Angler Tooth Arrow
thebetweenlands:octine_arrow, Octine Arrow
thebetweenlands:basilisk_arrow, Basilisk Arrow
thebetweenlands:sludge_worm_arrow, Sludge Worm Arrow
thebetweenlands:shock_arrow, Shock Arrow
thebetweenlands:chiromaw_barb, Chiromaw Barb
thebetweenlands:weedwood_bow, Weedwood Bow
thebetweenlands:predator_bow, Predator Bow
thebetweenlands:wights_bane, Wight's Bane
thebetweenlands:sludge_slicer, Sludge Slicer
thebetweenlands:critter_cruncher, Critter Cruncher
thebetweenlands:hag_hacker, Hag Hacker
thebetweenlands:voodoo_doll, Voodoo Doll
thebetweenlands:swift_pick, Swift Pick
thebetweenlands:ancient_greatsword, Ancient Greatsword
thebetweenlands:ancient_battle_axe, Ancient Battle Axe
thebetweenlands:pestle, Pestle
thebetweenlands:net, Net
thebetweenlands:lurker_skin_pouch, Lurker Skin Pouch
thebetweenlands:caving_rope, Caving Rope
thebetweenlands:grappling_hook, Grappling Hook
thebetweenlands:volarkite, Volarkite
thebetweenlands:simple_slingshot, Simple Slingshot
thebetweenlands:chirobarb_erupter, Chirobarb Erupter
thebetweenlands:chirobarb_shock_erupter, Chirobarb Shock Erupter
thebetweenlands:weedwood_fishing_rod, Weedwood Fishing Rod
thebetweenlands:fishing_spear, Fishing Spear
thebetweenlands:fishing_spear_amphibious, Amphibious Fishing Spear
thebetweenlands:fishing_spear_amphibious_robust, Robust Amphibious Fishing Spear
thebetweenlands:mist_staff, Staff of the Mist Walker
thebetweenlands:shadow_staff, Staff of the Shadow Walker
thebetweenlands:bl_bucket:0, Weedwood Bucket
thebetweenlands:bl_bucket:1, Syrmorite Bucket
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fQuicksand§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHoney§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBlood§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPoison§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHot Spring Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquifacted Coal§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCrude Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNaphtha§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRefined Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSap§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSyrup§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fResin§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTree Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiocrude§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGrassoline§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMushroom Stew§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eEssence of Knowledge§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§ePotion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eSplash Potion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eLingering Potion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eDestabilized Redstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eEnergized Glowstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eResonant Ender§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bGelid Cryotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bZephyrean Aerotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bTectonic Petrotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§dPrimal Mana§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOxygen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDeuterium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTritium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHelium-3§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHelium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Helium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Nitrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMethanol§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRadAway Fluid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSlow-Acting RadAway Fluid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRedstone-Infused Ethanol§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFluorine§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCarbon Dioxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCarbon Monoxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEthylene§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFluoromethane§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fAmmonia§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOxygen Difluoride§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDiborane§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSulfur Dioxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSulfur Trioxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrofluoric Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBoric Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSulfuric Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBoron Nitride Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFluorite Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCalcium Sulfate Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium Fluoride Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPotassium Fluoride Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium Hydroxide Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPotassium Hydroxide Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBorax Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fIrradiated Borax Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCrushed Ice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSlurry Ice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fChocolate Liquor§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCocoa Butter§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Unsweetened Chocolate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Dark Chocolate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Milk Chocolate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Sugar§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Gelatin§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrated Gelatin§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Marshmallow§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLow Quality Steam§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPreheated Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCondensate Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK Alloy§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEmergency Coolant§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeated Emergency Coolant§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Iron Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Redstone Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Quartz Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Obsidian Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Nether Brick Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Glowstone Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Lapis Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Gold Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Prismarine Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Slime Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-End Stone Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Purpur Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Diamond Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Emerald Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Copper Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Tin Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Lead Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Boron Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Lithium Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Magnesium Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Manganese Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Aluminum Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Silver Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Fluorite Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Villiaumite Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Carobbiite Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Arsenic Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Nitrogen Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Helium Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Enderium Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEutectic NaK-Cryotheum Mixture§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrochloric Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitric Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium Chloride Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium Nitrate Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLead Nitrate Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium Tungstate Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLead Tungstate Solution§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Hydrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Argon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Neon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Oxygen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMercury§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Iodine§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fArgon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNeon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fChlorine§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitric Oxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrogen Dioxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCompressed Air§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSwamp Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fStagnant Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTar§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDull Lavender Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMaroon Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fShadow Green Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCamelot Magenta Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSaffron Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCaribbean Green Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fVivid Tangerine Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fChampagne Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRaisin Black Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSushi Green Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fElm Cyan Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCadmium Green Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLavender Blue Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBrown Rust Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMidnight Purple Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPewter Grey Dye§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNettle Soup§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNettle Tea§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPheromone Extract§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSwamp Broth§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSturdy Stock§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPear Cordial§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fShaman's Brew§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLake Broth§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fShell Stock§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFrog Leg Extract§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fWitch Tea§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fClean Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLife Essence§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bLiquid Death§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bPurifying Fluid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fStygian Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fAcid§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fQuicksand§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHoney§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBlood§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPoison§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHot Spring Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSteam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquifacted Coal§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCrude Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNaphtha§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fRefined Fuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSap§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSyrup§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fResin§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fTree Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiocrude§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGrassoline§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMushroom Stew§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eEssence of Knowledge§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§ePotion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eSplash Potion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eLingering Potion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eDestabilized Redstone§f)
